School_Year,Route_Number,Service_Type,Vehicle_TypeDescription,Route_Start_Date,Vendor_Code,Vendor_Name,Vendor_Affiliation,Garage _Street_Address,Garage_City,Garage_State,Garage_Zip,XCoordinates,YCoordinates
2018-2019,Q9417,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9418,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9419,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q942,D2D,Mini-Wagon,43199,LB,LITTLE RICHIE BUS SERVICE,"LITTLE LINDA BUS CO.,INC.",145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9420,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9421,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9422,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9423,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9424,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9426,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9428,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9429,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q943,D2D,Mini-Wagon,09/24/2018,LB,LITTLE RICHIE BUS SERVICE,"LITTLE LINDA BUS CO.,INC.",145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9430,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9431,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9432,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9434,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9436,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9437,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9439,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q944,D2D,Mini-Wagon,12/26/2018,LB,LITTLE RICHIE BUS SERVICE,"LITTLE LINDA BUS CO.,INC.",97-14 Atlantic Avenue,Ozone Park,NY,11416,1027170,190362
2018-2019,Q9440,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9441,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9442,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9443,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9446,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9447,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9448,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9449,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q945,D2D,Mini-Wagon,43199,LB,LITTLE RICHIE BUS SERVICE,"LITTLE LINDA BUS CO.,INC.",145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9450,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9451,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9453,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9454,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9456,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9457,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9458,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9459,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q946,D2D,Ramp-Wagon,43199,AP,HOYT TRANSPORTATION CORP.,HOYT TRANSPORTATION CORP.,1271 RANDALL AVENUE,Bronx,NY,10474,1015486,235142
2018-2019,Q9460,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9461,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9462,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9463,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9464,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9465,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9466,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9467,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9468,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9469,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q947,D2D,Ramp-Wagon,43169,AP,HOYT TRANSPORTATION CORP.,HOYT TRANSPORTATION CORP.,1271 RANDALL AVENUE,Bronx,NY,10474,1015486,235142
2018-2019,Q9470,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9471,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9472,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9473,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9474,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9475,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9476,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9477,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9478,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9479,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q948,D2D,Mini-Wagon,43199,LB,LITTLE RICHIE BUS SERVICE,"LITTLE LINDA BUS CO.,INC.",145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9480,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9481,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9482,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9483,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9484,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9485,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9486,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9488,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9491,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9492,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9493,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9494,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9495,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9496,S2S PM,Standard Bus (GE),43199,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9497,S2S PM,Standard Bus (GE),43229,QL,QUALITY TRANSPORTATION CORP.,QUALITY TRANSPORTATION CORP.,612 Wortman Avenue,Brooklyn,NY,11208,1019867,180729
2018-2019,Q9498,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9499,S2S PM,Standard Bus (GE),43229,BB,BOBBY`S BUS CO. INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,J724,D2D,Mini-Wagon,43199,RV,"RELIANT TRANSPORTATION, INC (B2321)","RELIANT TRANSPORTATION, INC (B2321)",1101 Zerega ave,Bronx,NY,10462,1027297,241963
2018-2019,J725,D2D,Mini-Wagon,43199,RV,"RELIANT TRANSPORTATION, INC (B2321)","RELIANT TRANSPORTATION, INC (B2321)",1101 Zerega ave,Bronx,NY,10462,1027297,241963
2018-2019,Q950,D2D,Mini-Wagon,43199,LB,LITTLE RICHIE BUS SERVICE,"LITTLE LINDA BUS CO.,INC.",145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9500,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9501,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9502,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9503,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9504,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9505,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9506,S2S PM,Standard Bus (GE),43260,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9507,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9508,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9509,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q951,D2D,Mini-Wagon,43199,LB,LITTLE RICHIE BUS SERVICE,"LITTLE LINDA BUS CO.,INC.",97-14 Atlantic Avenue,Ozone Park,NY,11416,1027170,190362
2018-2019,Q9510,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9511,S2S PM,Standard Bus (GE),43260,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9512,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9513,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9514,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9515,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9516,S2S PM,Standard Bus (GE),43260,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9517,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9518,S2S PM,Standard Bus (GE),43260,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9519,S2S PM,Standard Bus (GE),43260,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q952,D2D,Mini-Wagon,11/20/2018,LB,LITTLE RICHIE BUS SERVICE,"LITTLE LINDA BUS CO.,INC.",97-14 Atlantic Avenue,Ozone Park,NY,11416,1027170,190362
2018-2019,Q9520,S2S PM,Standard Bus (GE),43110,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9521,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9522,S2S PM,Standard Bus (GE),43260,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9523,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9524,S2S PM,Standard Bus (GE),43229,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9525,S2S PM,Standard Bus (GE),43229,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9526,S2S PM,Standard Bus (GE),43260,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9527,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9528,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9529,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q953,D2D,Mini-Wagon,43229,LB,LITTLE RICHIE BUS SERVICE,"LITTLE LINDA BUS CO.,INC.",145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9530,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9531,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9532,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9533,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9534,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9535,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9536,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9537,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9538,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9539,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q954,D2D,Mini-Wagon,43169,LB,LITTLE RICHIE BUS SERVICE,"LITTLE LINDA BUS CO.,INC.",145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9540,S2S PM,Standard Bus (GE),43260,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9541,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9542,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9543,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9544,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9545,S2S PM,Standard Bus (GE),43260,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9546,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9547,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9548,S2S PM,Standard Bus (GE),43260,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9549,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q955,D2D,Mini-Wagon,43199,LB,LITTLE RICHIE BUS SERVICE,"LITTLE LINDA BUS CO.,INC.",97-14 Atlantic Avenue,Ozone Park,NY,11416,1027170,190362
2018-2019,Q9550,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9551,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9552,S2S PM,Standard Bus (GE),10/24/2018,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9553,S2S PM,Standard Bus (GE),43260,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9554,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9555,S2S PM,Standard Bus (GE),43260,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9556,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9557,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
2018-2019,Q9558,S2S PM,Standard Bus (GE),43199,LS,LORISSA BUS SERVICE INC.,BOBBY`S BUS CO. INC.,145-40 155 Street,Jamaica,NY,11434,1044536,181633
